877;MorningstarP;Profile -- Industry;=smfGetTagContent("http://quotes.morningstar.com/stock/c-company-profile?t=~~~~~","span",1,"</div","Industry")
878;MorningstarP;Profile -- Sector;=smfGetTagContent("http://quotes.morningstar.com/stock/c-company-profile?t=~~~~~","span",1,"</div","Sector")
879;MorningstarP;Profile -- Stock Type;=smfGetTagContent("http://quotes.morningstar.com/stock/c-company-profile?t=~~~~~","span",1,"Stock Type")
880;MorningstarP;Profile -- Stock Style;=TRIM(smfstrExtr(smfGetTagContent("http://quotes.morningstar.com/stock/c-company-profile?t=~~~~~","span",1,"Stock Style"),"</div>","~"))

881;MorningstarT;Take -- Growth;=smfstrExtr(smfGetTagContent("http://quotes.morningstar.com/stock/c-morningstar-take?t=~~~~~","div",0,"idMstarGradeContent","Growth"),"_grade","""")
882;MorningstarT;Take -- Profitability;=smfstrExtr(smfGetTagContent("http://quotes.morningstar.com/stock/c-morningstar-take?t=~~~~~","div",0,"idMstarGradeContent","Profitability"),"_grade","""")
883;MorningStar;Stock Grades -- Financial Health;http://quicktake.morningstar.com/stocknet/printreport.aspx?symbol=~~~~~;2;STOCK GRADES;FINANCIAL HEALTH; ; ;0;0;0;0
13982;MorningstarAR;Valuation Ratios -- Price/Earnings -- S&P 500 -- TTM;=RCHGetTableCell("http://financials.morningstar.com/valuation/valuation-history.action?type=price-earnings&t=~~~~~",12,"Price/Earnings","<tr","<tr")
13983;MorningstarAR;Valuation Ratios -- Price/Book -- Stock -- Year 10;=RCHGetTableCell("http://financials.morningstar.com/valuation/valuation-history.action?type=price-earnings&t=~~~~~",2,"Price/Book","<tr")
13984;MorningstarAR;Valuation Ratios -- Price/Book -- Stock -- Year 9;=RCHGetTableCell("http://financials.morningstar.com/valuation/valuation-history.action?type=price-earnings&t=~~~~~",3,"Price/Book","<tr")
13985;MorningstarAR;Valuation Ratios -- Price/Book -- Stock -- Year 8;=RCHGetTableCell("http://financials.morningstar.com/valuation/valuation-history.action?type=price-earnings&t=~~~~~",4,"Price/Book","<tr")
13986;MorningstarAR;Valuation Ratios -- Price/Book -- Stock -- Year 7;=RCHGetTableCell("http://financials.morningstar.com/valuation/valuation-history.action?type=price-earnings&t=~~~~~",5,"Price/Book","<tr")
13987;MorningstarAR;Valuation Ratios -- Price/Book -- Stock -- Year 6;=RCHGetTableCell("http://financials.morningstar.com/valuation/valuation-history.action?type=price-earnings&t=~~~~~",6,"Price/Book","<tr")
13988;MorningstarAR;Valuation Ratios -- Price/Book -- Stock -- Year 5;=RCHGetTableCell("http://financials.morningstar.com/valuation/valuation-history.action?type=price-earnings&t=~~~~~",7,"Price/Book","<tr")
13989;MorningstarAR;Valuation Ratios -- Price/Book -- Stock -- Year 4;=RCHGetTableCell("http://financials.morningstar.com/valuation/valuation-history.action?type=price-earnings&t=~~~~~",8,"Price/Book","<tr")
13990;MorningstarAR;Valuation Ratios -- Price/Book -- Stock -- Year 3;=RCHGetTableCell("http://financials.morningstar.com/valuation/valuation-history.action?type=price-earnings&t=~~~~~",9,"Price/Book","<tr")
13991;MorningstarAR;Valuation Ratios -- Price/Book -- Stock -- Year 2;=RCHGetTableCell("http://financials.morningstar.com/valuation/valuation-history.action?type=price-earnings&t=~~~~~",10,"Price/Book","<tr")
13992;MorningstarAR;Valuation Ratios -- Price/Book -- Stock -- Year 1;=RCHGetTableCell("http://financials.morningstar.com/valuation/valuation-history.action?type=price-earnings&t=~~~~~",11,"Price/Book","<tr")
13993;MorningstarAR;Valuation Ratios -- Price/Book -- Stock -- TTM;=RCHGetTableCell("http://financials.morningstar.com/valuation/valuation-history.action?type=price-earnings&t=~~~~~",12,"Price/Book","<tr")
13994;MorningstarAR;Valuation Ratios -- Price/Book -- S&P 500 -- Year 10;=RCHGetTableCell("http://financials.morningstar.com/valuation/valuation-history.action?type=price-earnings&t=~~~~~",2,"Price/Book","<tr","<tr")
13995;MorningstarAR;Valuation Ratios -- Price/Book -- S&P 500 -- Year 9;=RCHGetTableCell("http://financials.morningstar.com/valuation/valuation-history.action?type=price-earnings&t=~~~~~",3,"Price/Book","<tr","<tr")
13996;MorningstarAR;Valuation Ratios -- Price/Book -- S&P 500 -- Year 8;=RCHGetTableCell("http://financials.morningstar.com/valuation/valuation-history.action?type=price-earnings&t=~~~~~",4,"Price/Book","<tr","<tr")
13997;MorningstarAR;Valuation Ratios -- Price/Book -- S&P 500 -- Year 7;=RCHGetTableCell("http://financials.morningstar.com/valuation/valuation-history.action?type=price-earnings&t=~~~~~",5,"Price/Book","<tr","<tr")
13998;MorningstarAR;Valuation Ratios -- Price/Book -- S&P 500 -- Year 6;=RCHGetTableCell("http://financials.morningstar.com/valuation/valuation-history.action?type=price-earnings&t=~~~~~",6,"Price/Book","<tr","<tr")
13999;MorningstarAR;Valuation Ratios -- Price/Book -- S&P 500 -- Year 5;=RCHGetTableCell("http://financials.morningstar.com/valuation/valuation-history.action?type=price-earnings&t=~~~~~",7,"Price/Book","<tr","<tr")
14000;MorningstarAR;Valuation Ratios -- Price/Book -- S&P 500 -- Year 4;=RCHGetTableCell("http://financials.morningstar.com/valuation/valuation-history.action?type=price-earnings&t=~~~~~",8,"Price/Book","<tr","<tr")
14001;MorningstarAR;Valuation Ratios -- Price/Book -- S&P 500 -- Year 3;=RCHGetTableCell("http://financials.morningstar.com/valuation/valuation-history.action?type=price-earnings&t=~~~~~",9,"Price/Book","<tr","<tr")
14002;MorningstarAR;Valuation Ratios -- Price/Book -- S&P 500 -- Year 2;=RCHGetTableCell("http://financials.morningstar.com/valuation/valuation-history.action?type=price-earnings&t=~~~~~",10,"Price/Book","<tr","<tr")
14003;MorningstarAR;Valuation Ratios -- Price/Book -- S&P 500 -- Year 1;=RCHGetTableCell("http://financials.morningstar.com/valuation/valuation-history.action?type=price-earnings&t=~~~~~",11,"Price/Book","<tr","<tr")
14004;MorningstarAR;Valuation Ratios -- Price/Book -- S&P 500 -- TTM;=RCHGetTableCell("http://financials.morningstar.com/valuation/valuation-history.action?type=price-earnings&t=~~~~~",12,"Price/Book","<tr","<tr")
14005;MorningstarAR;Valuation Ratios -- Price/Sales -- Stock -- Year 10;=RCHGetTableCell("http://financials.morningstar.com/valuation/valuation-history.action?type=price-earnings&t=~~~~~",2,"Price/Sales","<tr")
14006;MorningstarAR;Valuation Ratios -- Price/Sales -- Stock -- Year 9;=RCHGetTableCell("http://financials.morningstar.com/valuation/valuation-history.action?type=price-earnings&t=~~~~~",3,"Price/Sales","<tr")
14007;MorningstarAR;Valuation Ratios -- Price/Sales -- Stock -- Year 8;=RCHGetTableCell("http://financials.morningstar.com/valuation/valuation-history.action?type=price-earnings&t=~~~~~",4,"Price/Sales","<tr")
14008;MorningstarAR;Valuation Ratios -- Price/Sales -- Stock -- Year 7;=RCHGetTableCell("http://financials.morningstar.com/valuation/valuation-history.action?type=price-earnings&t=~~~~~",5,"Price/Sales","<tr")
14009;MorningstarAR;Valuation Ratios -- Price/Sales -- Stock -- Year 6;=RCHGetTableCell("http://financials.morningstar.com/valuation/valuation-history.action?type=price-earnings&t=~~~~~",6,"Price/Sales","<tr")
14010;MorningstarAR;Valuation Ratios -- Price/Sales -- Stock -- Year 5;=RCHGetTableCell("http://financials.morningstar.com/valuation/valuation-history.action?type=price-earnings&t=~~~~~",7,"Price/Sales","<tr")
14011;MorningstarAR;Valuation Ratios -- Price/Sales -- Stock -- Year 4;=RCHGetTableCell("http://financials.morningstar.com/valuation/valuation-history.action?type=price-earnings&t=~~~~~",8,"Price/Sales","<tr")
14012;MorningstarAR;Valuation Ratios -- Price/Sales -- Stock -- Year 3;=RCHGetTableCell("http://financials.morningstar.com/valuation/valuation-history.action?type=price-earnings&t=~~~~~",9,"Price/Sales","<tr")
14013;MorningstarAR;Valuation Ratios -- Price/Sales -- Stock -- Year 2;=RCHGetTableCell("http://financials.morningstar.com/valuation/valuation-history.action?type=price-earnings&t=~~~~~",10,"Price/Sales","<tr")
14014;MorningstarAR;Valuation Ratios -- Price/Sales -- Stock -- Year 1;=RCHGetTableCell("http://financials.morningstar.com/valuation/valuation-history.action?type=price-earnings&t=~~~~~",11,"Price/Sales","<tr")
14015;MorningstarAR;Valuation Ratios -- Price/Sales -- Stock -- TTM;=RCHGetTableCell("http://financials.morningstar.com/valuation/valuation-history.action?type=price-earnings&t=~~~~~",12,"Price/Sales","<tr")
14016;MorningstarAR;Valuation Ratios -- Price/Sales -- S&P 500 -- Year 10;=RCHGetTableCell("http://financials.morningstar.com/valuation/valuation-history.action?type=price-earnings&t=~~~~~",2,"Price/Sales","<tr","<tr")
14017;MorningstarAR;Valuation Ratios -- Price/Sales -- S&P 500 -- Year 9;=RCHGetTableCell("http://financials.morningstar.com/valuation/valuation-history.action?type=price-earnings&t=~~~~~",3,"Price/Sales","<tr","<tr")
14018;MorningstarAR;Valuation Ratios -- Price/Sales -- S&P 500 -- Year 8;=RCHGetTableCell("http://financials.morningstar.com/valuation/valuation-history.action?type=price-earnings&t=~~~~~",4,"Price/Sales","<tr","<tr")
14019;MorningstarAR;Valuation Ratios -- Price/Sales -- S&P 500 -- Year 7;=RCHGetTableCell("http://financials.morningstar.com/valuation/valuation-history.action?type=price-earnings&t=~~~~~",5,"Price/Sales","<tr","<tr")
14020;MorningstarAR;Valuation Ratios -- Price/Sales -- S&P 500 -- Year 6;=RCHGetTableCell("http://financials.morningstar.com/valuation/valuation-history.action?type=price-earnings&t=~~~~~",6,"Price/Sales","<tr","<tr")
14021;MorningstarAR;Valuation Ratios -- Price/Sales -- S&P 500 -- Year 5;=RCHGetTableCell("http://financials.morningstar.com/valuation/valuation-history.action?type=price-earnings&t=~~~~~",7,"Price/Sales","<tr","<tr")
14022;MorningstarAR;Valuation Ratios -- Price/Sales -- S&P 500 -- Year 4;=RCHGetTableCell("http://financials.morningstar.com/valuation/valuation-history.action?type=price-earnings&t=~~~~~",8,"Price/Sales","<tr","<tr")
14023;MorningstarAR;Valuation Ratios -- Price/Sales -- S&P 500 -- Year 3;=RCHGetTableCell("http://financials.morningstar.com/valuation/valuation-history.action?type=price-earnings&t=~~~~~",9,"Price/Sales","<tr","<tr")
14024;MorningstarAR;Valuation Ratios -- Price/Sales -- S&P 500 -- Year 2;=RCHGetTableCell("http://financials.morningstar.com/valuation/valuation-history.action?type=price-earnings&t=~~~~~",10,"Price/Sales","<tr","<tr")
14025;MorningstarAR;Valuation Ratios -- Price/Sales -- S&P 500 -- Year 1;=RCHGetTableCell("http://financials.morningstar.com/valuation/valuation-history.action?type=price-earnings&t=~~~~~",11,"Price/Sales","<tr","<tr")
14026;MorningstarAR;Valuation Ratios -- Price/Sales -- S&P 500 -- TTM;=RCHGetTableCell("http://financials.morningstar.com/valuation/valuation-history.action?type=price-earnings&t=~~~~~",12,"Price/Sales","<tr","<tr")
14027;MorningstarAR;Valuation Ratios -- Price/Cash Flow -- Stock -- Year 10;=RCHGetTableCell("http://financials.morningstar.com/valuation/valuation-history.action?type=price-earnings&t=~~~~~",2,"Price/Cash","<tr")
14028;MorningstarAR;Valuation Ratios -- Price/Cash Flow -- Stock -- Year 9;=RCHGetTableCell("http://financials.morningstar.com/valuation/valuation-history.action?type=price-earnings&t=~~~~~",3,"Price/Cash","<tr")
14029;MorningstarAR;Valuation Ratios -- Price/Cash Flow -- Stock -- Year 8;=RCHGetTableCell("http://financials.morningstar.com/valuation/valuation-history.action?type=price-earnings&t=~~~~~",4,"Price/Cash","<tr")
14030;MorningstarAR;Valuation Ratios -- Price/Cash Flow -- Stock -- Year 7;=RCHGetTableCell("http://financials.morningstar.com/valuation/valuation-history.action?type=price-earnings&t=~~~~~",5,"Price/Cash","<tr")
14031;MorningstarAR;Valuation Ratios -- Price/Cash Flow -- Stock -- Year 6;=RCHGetTableCell("http://financials.morningstar.com/valuation/valuation-history.action?type=price-earnings&t=~~~~~",6,"Price/Cash","<tr")
14032;MorningstarAR;Valuation Ratios -- Price/Cash Flow -- Stock -- Year 5;=RCHGetTableCell("http://financials.morningstar.com/valuation/valuation-history.action?type=price-earnings&t=~~~~~",7,"Price/Cash","<tr")
14033;MorningstarAR;Valuation Ratios -- Price/Cash Flow -- Stock -- Year 4;=RCHGetTableCell("http://financials.morningstar.com/valuation/valuation-history.action?type=price-earnings&t=~~~~~",8,"Price/Cash","<tr")
14034;MorningstarAR;Valuation Ratios -- Price/Cash Flow -- Stock -- Year 3;=RCHGetTableCell("http://financials.morningstar.com/valuation/valuation-history.action?type=price-earnings&t=~~~~~",9,"Price/Cash","<tr")
14035;MorningstarAR;Valuation Ratios -- Price/Cash Flow -- Stock -- Year 2;=RCHGetTableCell("http://financials.morningstar.com/valuation/valuation-history.action?type=price-earnings&t=~~~~~",10,"Price/Cash","<tr")
14036;MorningstarAR;Valuation Ratios -- Price/Cash Flow -- Stock -- Year 1;=RCHGetTableCell("http://financials.morningstar.com/valuation/valuation-history.action?type=price-earnings&t=~~~~~",11,"Price/Cash","<tr")
14037;MorningstarAR;Valuation Ratios -- Price/Cash Flow -- Stock -- TTM;=RCHGetTableCell("http://financials.morningstar.com/valuation/valuation-history.action?type=price-earnings&t=~~~~~",12,"Price/Cash","<tr")
14038;MorningstarAR;Valuation Ratios -- Price/Cash Flow -- S&P 500 -- Year 10;=RCHGetTableCell("http://financials.morningstar.com/valuation/valuation-history.action?type=price-earnings&t=~~~~~",2,"Price/Cash","<tr","<tr")
14039;MorningstarAR;Valuation Ratios -- Price/Cash Flow -- S&P 500 -- Year 9;=RCHGetTableCell("http://financials.morningstar.com/valuation/valuation-history.action?type=price-earnings&t=~~~~~",3,"Price/Cash","<tr","<tr")
14040;MorningstarAR;Valuation Ratios -- Price/Cash Flow -- S&P 500 -- Year 8;=RCHGetTableCell("http://financials.morningstar.com/valuation/valuation-history.action?type=price-earnings&t=~~~~~",4,"Price/Cash","<tr","<tr")
14041;MorningstarAR;Valuation Ratios -- Price/Cash Flow -- S&P 500 -- Year 7;=RCHGetTableCell("http://financials.morningstar.com/valuation/valuation-history.action?type=price-earnings&t=~~~~~",5,"Price/Cash","<tr","<tr")
14042;MorningstarAR;Valuation Ratios -- Price/Cash Flow -- S&P 500 -- Year 6;=RCHGetTableCell("http://financials.morningstar.com/valuation/valuation-history.action?type=price-earnings&t=~~~~~",6,"Price/Cash","<tr","<tr")
14043;MorningstarAR;Valuation Ratios -- Price/Cash Flow -- S&P 500 -- Year 5;=RCHGetTableCell("http://financials.morningstar.com/valuation/valuation-history.action?type=price-earnings&t=~~~~~",7,"Price/Cash","<tr","<tr")
14044;MorningstarAR;Valuation Ratios -- Price/Cash Flow -- S&P 500 -- Year 4;=RCHGetTableCell("http://financials.morningstar.com/valuation/valuation-history.action?type=price-earnings&t=~~~~~",8,"Price/Cash","<tr","<tr")
14045;MorningstarAR;Valuation Ratios -- Price/Cash Flow -- S&P 500 -- Year 3;=RCHGetTableCell("http://financials.morningstar.com/valuation/valuation-history.action?type=price-earnings&t=~~~~~",9,"Price/Cash","<tr","<tr")
14046;MorningstarAR;Valuation Ratios -- Price/Cash Flow -- S&P 500 -- Year 2;=RCHGetTableCell("http://financials.morningstar.com/valuation/valuation-history.action?type=price-earnings&t=~~~~~",10,"Price/Cash","<tr","<tr")
14047;MorningstarAR;Valuation Ratios -- Price/Cash Flow -- S&P 500 -- Year 1;=RCHGetTableCell("http://financials.morningstar.com/valuation/valuation-history.action?type=price-earnings&t=~~~~~",11,"Price/Cash","<tr","<tr")
14048;MorningstarAR;Valuation Ratios -- Price/Cash Flow -- S&P 500 -- TTM;=RCHGetTableCell("http://financials.morningstar.com/valuation/valuation-history.action?type=price-earnings&t=~~~~~",12,"Price/Cash","<tr","<tr")
14049;MorningstarFV;Valuation Ratios -- Forward Price/Earnings -- Stock;=RCHGetTableCell("http://financials.morningstar.com/valuation/forward-valuation-list.action?&t=~~~~~",1,"Price/Earnings")
14050;MorningstarFV;Valuation Ratios -- PEG Ratio -- Stock;=RCHGetTableCell("http://financials.morningstar.com/valuation/forward-valuation-list.action?&t=~~~~~",1,"PEG Ratio")
14051;MorningstarFV;Valuation Ratios -- PEG Payback (Years) -- Stock;=RCHGetTableCell("http://financials.morningstar.com/valuation/forward-valuation-list.action?&t=~~~~~",1,"PEG Payback")
14052;MorningstarFV;Valuation Ratios -- Forward Price/Earnings -- Industry;="N/A"
14053;MorningstarFV;Valuation Ratios -- PEG Ratio -- Industry;="N/A"
14054;MorningstarFV;Valuation Ratios -- PEG Payback (Years) -- Industry;="N/A"
14055;MorningstarFV;Valuation Ratios -- Forward Price/Earnings -- S&P 500;=RCHGetTableCell("http://financials.morningstar.com/valuation/forward-valuation-list.action?&t=~~~~~",3,"Price/Earnings")
14056;MorningstarFV;Valuation Ratios -- PEG Ratio -- S&P 500;="N/A"
14057;MorningstarFV;Valuation Ratios -- PEG Payback (Years) -- S&P 500;="N/A"

14058;MorningstarGR;Key Ratios -- Profitability -- COGS (% of Sales) -- Year 10;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">COGS",1500),"~","tr"),"<td","|"),2,"|"),">","<"))/100
14059;MorningstarGR;Key Ratios -- Profitability -- COGS (% of Sales) -- Year 9;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">COGS",1500),"~","tr"),"<td","|"),3,"|"),">","<"))/100
14060;MorningstarGR;Key Ratios -- Profitability -- COGS (% of Sales) -- Year 8;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">COGS",1500),"~","tr"),"<td","|"),4,"|"),">","<"))/100
14061;MorningstarGR;Key Ratios -- Profitability -- COGS (% of Sales) -- Year 7;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">COGS",1500),"~","tr"),"<td","|"),5,"|"),">","<"))/100
14062;MorningstarGR;Key Ratios -- Profitability -- COGS (% of Sales) -- Year 6;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">COGS",1500),"~","tr"),"<td","|"),6,"|"),">","<"))/100
14063;MorningstarGR;Key Ratios -- Profitability -- COGS (% of Sales) -- Year 5;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">COGS",1500),"~","tr"),"<td","|"),7,"|"),">","<"))/100
14064;MorningstarGR;Key Ratios -- Profitability -- COGS (% of Sales) -- Year 4;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">COGS",1500),"~","tr"),"<td","|"),8,"|"),">","<"))/100
14065;MorningstarGR;Key Ratios -- Profitability -- COGS (% of Sales) -- Year 3;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">COGS",1500),"~","tr"),"<td","|"),9,"|"),">","<"))/100
14066;MorningstarGR;Key Ratios -- Profitability -- COGS (% of Sales) -- Year 2;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">COGS",1500),"~","tr"),"<td","|"),10,"|"),">","<"))/100
14067;MorningstarGR;Key Ratios -- Profitability -- COGS (% of Sales) -- Year 1;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">COGS",1500),"~","tr"),"<td","|"),11,"|"),">","<"))/100
14068;MorningstarGR;Key Ratios -- Profitability -- COGS (% of Sales) -- TTM;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">COGS",1500),"~","tr"),"<td","|"),12,"|"),">","<"))/100
14069;MorningstarGR;Key Ratios -- Profitability -- Gross Margin -- Year 10;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Gross Margin",1500),"~","tr"),"<td","|"),2,"|"),">","<"))/100
14070;MorningstarGR;Key Ratios -- Profitability -- Gross Margin -- Year 9;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Gross Margin",1500),"~","tr"),"<td","|"),3,"|"),">","<"))/100
14071;MorningstarGR;Key Ratios -- Profitability -- Gross Margin -- Year 8;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Gross Margin",1500),"~","tr"),"<td","|"),4,"|"),">","<"))/100
14072;MorningstarGR;Key Ratios -- Profitability -- Gross Margin -- Year 7;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Gross Margin",1500),"~","tr"),"<td","|"),5,"|"),">","<"))/100
14073;MorningstarGR;Key Ratios -- Profitability -- Gross Margin -- Year 6;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Gross Margin",1500),"~","tr"),"<td","|"),6,"|"),">","<"))/100
14074;MorningstarGR;Key Ratios -- Profitability -- Gross Margin -- Year 5;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Gross Margin",1500),"~","tr"),"<td","|"),7,"|"),">","<"))/100
14075;MorningstarGR;Key Ratios -- Profitability -- Gross Margin -- Year 4;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Gross Margin",1500),"~","tr"),"<td","|"),8,"|"),">","<"))/100
14076;MorningstarGR;Key Ratios -- Profitability -- Gross Margin -- Year 3;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Gross Margin",1500),"~","tr"),"<td","|"),9,"|"),">","<"))/100
14077;MorningstarGR;Key Ratios -- Profitability -- Gross Margin -- Year 2;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Gross Margin",1500),"~","tr"),"<td","|"),10,"|"),">","<"))/100
14078;MorningstarGR;Key Ratios -- Profitability -- Gross Margin -- Year 1;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Gross Margin",1500),"~","tr"),"<td","|"),11,"|"),">","<"))/100
14079;MorningstarGR;Key Ratios -- Profitability -- Gross Margin -- TTM;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Gross Margin",1500),"~","tr"),"<td","|"),12,"|"),">","<"))/100
14080;MorningstarGR;Key Ratios -- Profitability -- SG&A (% of Sales) -- Year 10;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">SG",1500),"~","tr"),"<td","|"),2,"|"),">","<"))/100
14081;MorningstarGR;Key Ratios -- Profitability -- SG&A (% of Sales) -- Year 9;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">SG",1500),"~","tr"),"<td","|"),3,"|"),">","<"))/100
14082;MorningstarGR;Key Ratios -- Profitability -- SG&A (% of Sales) -- Year 8;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">SG",1500),"~","tr"),"<td","|"),4,"|"),">","<"))/100
14083;MorningstarGR;Key Ratios -- Profitability -- SG&A (% of Sales) -- Year 7;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">SG",1500),"~","tr"),"<td","|"),5,"|"),">","<"))/100
14084;MorningstarGR;Key Ratios -- Profitability -- SG&A (% of Sales) -- Year 6;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">SG",1500),"~","tr"),"<td","|"),6,"|"),">","<"))/100
14085;MorningstarGR;Key Ratios -- Profitability -- SG&A (% of Sales) -- Year 5;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">SG",1500),"~","tr"),"<td","|"),7,"|"),">","<"))/100
14086;MorningstarGR;Key Ratios -- Profitability -- SG&A (% of Sales) -- Year 4;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">SG",1500),"~","tr"),"<td","|"),8,"|"),">","<"))/100
14087;MorningstarGR;Key Ratios -- Profitability -- SG&A (% of Sales) -- Year 3;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">SG",1500),"~","tr"),"<td","|"),9,"|"),">","<"))/100
14088;MorningstarGR;Key Ratios -- Profitability -- SG&A (% of Sales) -- Year 2;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">SG",1500),"~","tr"),"<td","|"),10,"|"),">","<"))/100
14089;MorningstarGR;Key Ratios -- Profitability -- SG&A (% of Sales) -- Year 1;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">SG",1500),"~","tr"),"<td","|"),11,"|"),">","<"))/100
14090;MorningstarGR;Key Ratios -- Profitability -- SG&A (% of Sales) -- TTM;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">SG",1500),"~","tr"),"<td","|"),12,"|"),">","<"))/100
